点云序号,距离雷达的纵向距离/m,距离雷达的横向距离/m,纬度,经度,横向速度,纵向速度,总速度,时间戳,RCS,标定速度与雷达速度差,
389685,48,3.3,23.26330703,113.5248564,-1.7246,-3.2006,3.635668511,3.8,1688526864,14.5,0.164331489
389685,48,3.3,23.2633069,113.5248561,-1.7242,-3.199,3.634070258,3.8,1688526864,14.5,0.165929742
389685,48,3.3,23.26330678,113.5248559,-1.7234,-3.1965,3.631490026,3.8,1688526864,14.5,0.168509974
389685,48,3.3,23.26330665,113.5248556,-1.7217,-3.1958,3.63006729,3.8,1688526864,14.5,0.16993271
389685,48,3.3,23.26330653,113.5248554,-1.7216,-3.1975,3.631516599,3.8,1688526864,14.5,0.168483401
389685,48,3.3,23.2633064,113.5248551,-1.7203,-3.1937,3.627554518,3.8,1688526864,14.5,0.172445482
389859,48.6,3.3,23.26330628,113.5248549,-1.7192,-3.1912,3.624831869,3.5,1688526864,12.5,-0.124831869
389859,48.6,3.3,23.26330616,113.5248547,-1.72,-3.1935,3.627236172,3.5,1688526864,12.5,-0.127236172
389859,48.6,3.3,23.26330603,113.5248544,-1.7217,-3.1912,3.626018247,3.5,1688526864,12.5,-0.126018247
389859,48.6,3.3,23.26330591,113.5248542,-1.7196,-3.1894,3.623437114,3.5,1688526864,12.5,-0.123437114
389859,48.6,3.3,23.26330578,113.5248539,-1.7192,-3.1891,3.622983225,3.5,1688526864,12.5,-0.122983225
389859,48.6,3.3,23.26330566,113.5248537,-1.7194,-3.1881,3.622197947,3.5,1688526864,12.5,-0.122197947
389859,48.6,3.3,23.26330553,113.5248534,-1.7181,-3.1866,3.620260649,3.5,1688526864,12.5,-0.120260649
389859,48.6,3.3,23.26330541,113.5248532,-1.7196,-3.1838,3.618508892,3.5,1688526864,12.5,-0.118508892
389859,48.6,3.3,23.26330529,113.5248529,-1.7186,-3.1849,3.619001792,3.5,1688526864,12.5,-0.119001792
389859,48.6,3.3,23.26330516,113.5248527,-1.7183,-3.1842,3.618243293,3.5,1688526864,12.5,-0.118243293
390033,48.6,3.5,23.26330504,113.5248524,-1.7191,-3.1833,3.617831353,3.5,1688526864,22,-0.117831353
390033,48.6,3.5,23.26330491,113.5248522,-1.7185,-3.183,3.617282302,3.5,1688526864,22,-0.117282302
390033,48.6,3.5,23.26330479,113.5248519,-1.7181,-3.1806,3.614980494,3.5,1688526864,22,-0.114980494
390033,48.6,3.5,23.26330467,113.5248517,-1.7174,-3.1803,3.614383882,3.5,1688526864,22,-0.114383882
390033,48.6,3.5,23.26330454,113.5248514,-1.7169,-3.181,3.614762317,3.5,1688526864,22,-0.114762317
390033,48.6,3.5,23.26330442,113.5248512,-1.7176,-3.1815,3.615534817,3.5,1688526864,22,-0.115534817
390033,48.6,3.5,23.26330429,113.5248509,-1.7181,-3.1804,3.614804527,3.5,1688526864,22,-0.114804527
390033,48.6,3.5,23.26330417,113.5248507,-1.7169,-3.1788,3.612826463,3.5,1688526864,22,-0.112826463
390033,48.6,3.5,23.26330405,113.5248504,-1.7174,-3.1778,3.612184325,3.5,1688526864,22,-0.112184325
390033,48.6,3.5,23.26330392,113.5248502,-1.7171,-3.176,3.610458199,3.5,1688526864,22,-0.110458199
390033,48.6,3.5,23.2633038,113.5248499,-1.7168,-3.1759,3.610227562,3.5,1688526864,22,-0.110227562
390217,49.4,3.5,23.26330367,113.5248497,-1.7182,-3.1743,3.609486353,3.5,1688526864,16,-0.109486353
390217,49.4,3.5,23.26330355,113.5248494,-1.7176,-3.1742,3.609112827,3.5,1688526864,16,-0.109112827
390217,49.4,3.5,23.26330343,113.5248492,-1.7163,-3.1734,3.607790633,3.5,1688526864,16,-0.107790633
390217,49.4,3.5,23.2633033,113.5248489,-1.7177,-3.1711,3.606434319,3.5,1688526864,16,-0.106434319
390217,49.4,3.5,23.26330318,113.5248487,-1.7188,-3.1704,3.606342968,3.5,1688526864,16,-0.106342968
390217,49.4,3.5,23.26330305,113.5248484,-1.7181,-3.169,3.60477858,3.5,1688526864,16,-0.10477858
390217,49.4,3.5,23.26330293,113.5248482,-1.7195,-3.1685,3.605006588,3.5,1688526864,16,-0.105006588
390217,49.4,3.5,23.2633028,113.5248479,-1.7192,-3.1699,3.606094099,3.5,1688526864,16,-0.106094099
390217,49.4,3.5,23.26330268,113.5248477,-1.7188,-3.169,3.605112265,3.5,1688526864,16,-0.105112265
390391,49,3.3,23.26330256,113.5248474,-1.7196,-3.1655,3.602417856,3.5,1688526864,15.5,-0.102417856
390391,49,3.3,23.26330243,113.5248472,-1.7189,-3.1649,3.6015565,3.5,1688526864,15.5,-0.1015565
390391,49,3.3,23.26330231,113.5248469,-1.7185,-3.1643,3.600838338,3.5,1688526864,15.5,-0.100838338
390391,49,3.3,23.26330218,113.5248467,-1.7189,-3.1638,3.600589903,3.5,1688526864,15.5,-0.100589903
390391,49,3.3,23.26330206,113.5248465,-1.7165,-3.1643,3.599884268,3.5,1688526864,15.5,-0.099884268
390391,49,3.3,23.26330193,113.5248462,-1.7169,-3.1634,3.59928398,3.5,1688526864,15.5,-0.09928398
390391,49,3.3,23.26330181,113.524846,-1.717,-3.1617,3.597837669,3.5,1688526864,15.5,-0.097837669
390391,49,3.3,23.26330168,113.5248457,-1.7169,-3.16,3.596296096,3.5,1688526864,15.5,-0.096296096
390391,49,3.3,23.26330156,113.5248455,-1.7162,-3.1579,3.5941167,3.5,1688526864,15.5,-0.0941167
390562,49.4,3.3,23.26330143,113.5248452,-1.7154,-3.1591,3.59478928,3.5,1688526864,19.5,-0.09478928
390562,49.4,3.3,23.26330131,113.524845,-1.7161,-3.1592,3.595211239,3.5,1688526864,19.5,-0.095211239
390562,49.4,3.3,23.26330118,113.5248447,-1.716,-3.1584,3.594460538,3.5,1688526864,19.5,-0.094460538
390562,49.4,3.3,23.26330106,113.5248445,-1.7164,-3.1577,3.594036484,3.5,1688526864,19.5,-0.094036484
390562,49.4,3.3,23.26330093,113.5248442,-1.7156,-3.1559,3.592072963,3.5,1688526864,19.5,-0.092072963
390562,49.4,3.3,23.26330081,113.524844,-1.7144,-3.1554,3.59106064,3.5,1688526864,19.5,-0.09106064
390562,49.4,3.3,23.26330069,113.5248437,-1.7147,-3.1556,3.591379603,3.5,1688526864,19.5,-0.091379603
390562,49.4,3.3,23.26330056,113.5248435,-1.7143,-3.1561,3.591628001,3.5,1688526864,19.5,-0.091628001
390562,49.4,3.3,23.26330044,113.5248432,-1.7142,-3.1551,3.590701554,3.5,1688526864,19.5,-0.090701554
390562,49.4,3.3,23.26330031,113.524843,-1.7128,-3.1561,3.590912287,3.5,1688526864,19.5,-0.090912287
390741,50.2,4.1,23.26330019,113.5248427,-1.7119,-3.1559,3.590307288,3.5,1688526864,10.5,-0.090307288
390741,50.2,4.1,23.26330006,113.5248425,-1.7119,-3.154,3.588637292,3.5,1688526864,10.5,-0.088637292
390741,50.2,4.1,23.26329994,113.5248422,-1.7119,-3.1551,3.589604104,3.5,1688526864,10.5,-0.089604104
390741,50.2,4.1,23.26329981,113.524842,-1.7119,-3.1553,3.589779896,3.5,1688526864,10.5,-0.089779896
390741,50.2,4.1,23.26329969,113.5248418,-1.7116,-3.1557,3.589988447,3.5,1688526864,10.5,-0.089988447
390741,50.2,4.1,23.26329957,113.5248415,-1.7106,-3.1564,3.590127201,3.5,1688526864,10.5,-0.090127201
390741,50.2,4.1,23.26329944,113.5248413,-1.7097,-3.1558,3.589170897,3.5,1688526864,10.5,-0.089170897
390741,50.2,4.1,23.26329932,113.524841,-1.7099,-3.1543,3.587947394,3.5,1688526864,10.5,-0.087947394
390741,50.2,4.1,23.26329919,113.5248408,-1.7087,-3.1538,3.586936037,3.5,1688526864,10.5,-0.086936037
390741,50.2,4.1,23.26329907,113.5248405,-1.707,-3.1536,3.585950635,3.5,1688526864,10.5,-0.085950635
390916,50,3.3,23.26329895,113.5248403,-1.7075,-3.1538,3.586364551,3.5,1688526865,21.5,-0.086364551
390916,50,3.3,23.26329882,113.52484,-1.7072,-3.1526,3.585166468,3.5,1688526865,21.5,-0.085166468
390916,50,3.3,23.2632987,113.5248398,-1.7044,-3.1517,3.583042318,3.5,1688526865,21.5,-0.083042318
390916,50,3.3,23.26329857,113.5248395,-1.7048,-3.1508,3.582441023,3.5,1688526865,21.5,-0.082441023
390916,50,3.3,23.26329845,113.5248393,-1.7038,-3.1503,3.581525447,3.5,1688526865,21.5,-0.081525447
390916,50,3.3,23.26329833,113.524839,-1.7033,-3.1489,3.580056159,3.5,1688526865,21.5,-0.080056159
390916,50,3.3,23.2632982,113.5248388,-1.7025,-3.1486,3.579411713,3.5,1688526865,21.5,-0.079411713
390916,50,3.3,23.26329808,113.5248385,-1.7022,-3.1475,3.578301425,3.5,1688526865,21.5,-0.078301425
390916,50,3.3,23.26329796,113.5248383,-1.7006,-3.1472,3.577276646,3.5,1688526865,21.5,-0.077276646
390916,50,3.3,23.26329783,113.5248381,-1.7015,-3.1475,3.577968488,3.5,1688526865,21.5,-0.077968488
391100,50.2,3.1,23.26329771,113.5248378,-1.7022,-3.1452,3.576278496,3.5,1688526865,16,-0.076278496
391100,50.2,3.1,23.26329758,113.5248376,-1.7014,-3.1444,3.575194165,3.5,1688526865,16,-0.075194165
391100,50.2,3.1,23.26329746,113.5248373,-1.7023,-3.1426,3.574039738,3.5,1688526865,16,-0.074039738
391100,50.2,3.1,23.26329734,113.5248371,-1.7009,-3.1443,3.574868291,3.5,1688526865,16,-0.074868291
391100,50.2,3.1,23.26329721,113.5248368,-1.7016,-3.1424,3.573530512,3.5,1688526865,16,-0.073530512
391100,50.2,3.1,23.26329709,113.5248366,-1.702,-3.139,3.570731718,3.5,1688526865,16,-0.070731718
391100,50.2,3.1,23.26329697,113.5248363,-1.7023,-3.1401,3.571841724,3.5,1688526865,16,-0.071841724
391100,50.2,3.1,23.26329684,113.5248361,-1.703,-3.1388,3.571032685,3.5,1688526865,16,-0.071032685
391100,50.2,3.1,23.26329672,113.5248358,-1.7003,-3.1378,3.568866617,3.5,1688526865,16,-0.068866617
391273,50.4,3.5,23.2632966,113.5248356,-1.7006,-3.1357,3.567163418,3.5,1688526865,20.5,-0.067163418
391273,50.4,3.5,23.26329647,113.5248353,-1.6995,-3.1349,3.565935818,3.5,1688526865,20.5,-0.065935818
391273,50.4,3.5,23.26329635,113.5248351,-1.7002,-3.1348,3.566181583,3.5,1688526865,20.5,-0.066181583
391273,50.4,3.5,23.26329623,113.5248349,-1.7004,-3.1344,3.565925339,3.5,1688526865,20.5,-0.065925339
391273,50.4,3.5,23.2632961,113.5248346,-1.7001,-3.1339,3.565342791,3.5,1688526865,20.5,-0.065342791
391273,50.4,3.5,23.26329598,113.5248344,-1.701,-3.132,3.564102271,3.5,1688526865,20.5,-0.064102271
391273,50.4,3.5,23.26329586,113.5248341,-1.698,-3.1309,3.561704481,3.5,1688526865,20.5,-0.061704481
391273,50.4,3.5,23.26329573,113.5248339,-1.6969,-3.1297,3.560125237,3.5,1688526865,20.5,-0.060125237
391454,50.8,3.1,23.26329561,113.5248336,-1.6983,-3.1292,3.560353287,3.5,1688526865,16,-0.060353287
391454,50.8,3.1,23.26329549,113.5248334,-1.6978,-3.1279,3.558972218,3.5,1688526865,16,-0.058972218
391454,50.8,3.1,23.26329536,113.5248331,-1.698,-3.1234,3.555113438,3.5,1688526865,16,-0.055113438
391454,50.8,3.1,23.26329524,113.5248329,-1.6969,-3.1219,3.553270215,3.5,1688526865,16,-0.053270215
391454,50.8,3.1,23.26329512,113.5248327,-1.6943,-3.1198,3.550183732,3.5,1688526865,16,-0.050183732
391454,50.8,3.1,23.26329499,113.5248324,-1.6943,-3.1152,3.546142063,3.5,1688526865,16,-0.046142063
391454,50.8,3.1,23.26329487,113.5248322,-1.6934,-3.1126,3.543428046,3.5,1688526865,16,-0.043428046
391454,50.8,3.1,23.26329475,113.5248319,-1.6944,-3.1102,3.541798329,3.5,1688526865,16,-0.041798329
391454,50.8,3.1,23.26329463,113.5248317,-1.6934,-3.1077,3.539124588,3.5,1688526865,16,-0.039124588
391454,50.8,3.1,23.2632945,113.5248314,-1.693,-3.1045,3.536123478,3.5,1688526865,16,-0.036123478
391454,50.8,3.1,23.26329438,113.5248312,-1.6929,-3.1041,3.535724426,3.5,1688526865,16,-0.035724426
391628,51,3.3,23.26329426,113.524831,-1.6919,-3.1011,3.532611898,3.5,1688526865,24,-0.032611898
391628,51,3.3,23.26329413,113.5248307,-1.6924,-3.0981,3.530218318,3.5,1688526865,24,-0.030218318
391628,51,3.3,23.26329401,113.5248305,-1.693,-3.0971,3.529628509,3.5,1688526865,24,-0.029628509
391628,51,3.3,23.26329389,113.5248302,-1.6938,-3.0967,3.529661362,3.5,1688526865,24,-0.029661362
391628,51,3.3,23.26329377,113.52483,-1.693,-3.095,3.527785991,3.5,1688526865,24,-0.027785991
391628,51,3.3,23.26329364,113.5248297,-1.6914,-3.0939,3.5260532,3.5,1688526865,24,-0.0260532
391628,51,3.3,23.26329352,113.5248295,-1.6909,-3.0927,3.524760432,3.5,1688526865,24,-0.024760432
391628,51,3.3,23.2632934,113.5248293,-1.6894,-3.091,3.52254927,3.5,1688526865,24,-0.02254927
391628,51,3.3,23.26329327,113.524829,-1.6889,-3.0901,3.521519732,3.5,1688526865,24,-0.021519732
391808,51.4,3.5,23.26329315,113.5248288,-1.6879,-3.0898,3.520776967,3.5,1688526865,18,-0.020776967
391808,51.4,3.5,23.26329303,113.5248285,-1.6875,-3.0879,3.518917825,3.5,1688526865,18,-0.018917825
391808,51.4,3.5,23.26329291,113.5248283,-1.6869,-3.0873,3.518103594,3.5,1688526865,18,-0.018103594
391808,51.4,3.5,23.26329278,113.524828,-1.6849,-3.0867,3.51661839,3.5,1688526865,18,-0.01661839
391808,51.4,3.5,23.26329266,113.5248278,-1.685,-3.0837,3.514033393,3.5,1688526865,18,-0.014033393
391808,51.4,3.5,23.26329254,113.5248276,-1.6848,-3.0838,3.514025253,3.5,1688526865,18,-0.014025253
391808,51.4,3.5,23.26329242,113.5248273,-1.6848,-3.0818,3.512270246,3.5,1688526865,18,-0.012270246
391808,51.4,3.5,23.2632923,113.5248271,-1.6861,-3.0812,3.51236767,3.5,1688526865,18,-0.01236767
391808,51.4,3.5,23.26329217,113.5248268,-1.6851,-3.0807,3.51144906,3.5,1688526865,18,-0.01144906
391997,51.6,3.3,23.26329205,113.5248266,-1.6832,-3.0795,3.509484647,3.5,1688526865,19,-0.009484647
391997,51.6,3.3,23.26329193,113.5248264,-1.684,-3.0774,3.508026049,3.5,1688526865,19,-0.008026049
391997,51.6,3.3,23.26329181,113.5248261,-1.6828,-3.0764,3.5065728,3.5,1688526865,19,-0.0065728
391997,51.6,3.3,23.26329168,113.5248259,-1.6837,-3.0756,3.506303046,3.5,1688526865,19,-0.006303046
391997,51.6,3.3,23.26329156,113.5248256,-1.6839,-3.0722,3.503417196,3.5,1688526865,19,-0.003417196
391997,51.6,3.3,23.26329144,113.5248254,-1.6818,-3.0715,3.501794324,3.5,1688526865,19,-0.001794324
391997,51.6,3.3,23.26329132,113.5248252,-1.6804,-3.0701,3.499894023,3.5,1688526865,19,0.000105977
391997,51.6,3.3,23.2632912,113.5248249,-1.6788,-3.0677,3.49702055,3.5,1688526865,19,0.00297945
391997,51.6,3.3,23.26329108,113.5248247,-1.68,-3.0661,3.496193532,3.5,1688526865,19,0.003806468
391997,51.6,3.3,23.26329096,113.5248244,-1.6806,-3.064,3.494640519,3.5,1688526865,19,0.005359481
391997,51.6,3.3,23.26329083,113.5248242,-1.6781,-3.0633,3.492825003,3.5,1688526865,19,0.007174997
392194,51.6,3.7,23.26329071,113.524824,-1.678,-3.0622,3.491812257,3.5,1688526865,17,0.008187743
392194,51.6,3.7,23.26329059,113.5248237,-1.6777,-3.0611,3.490703439,3.5,1688526865,17,0.009296561
392194,51.6,3.7,23.26329047,113.5248235,-1.6773,-3.0583,3.488055931,3.5,1688526865,17,0.011944069
392194,51.6,3.7,23.26329035,113.5248232,-1.6781,-3.0573,3.487564035,3.5,1688526865,17,0.012435965
392194,51.6,3.7,23.26329023,113.524823,-1.6774,-3.0558,3.485912277,3.5,1688526865,17,0.014087723
392194,51.6,3.7,23.26329011,113.5248228,-1.6763,-3.0561,3.485646124,3.5,1688526865,17,0.014353876
392194,51.6,3.7,23.26328999,113.5248225,-1.6758,-3.0539,3.483476834,3.5,1688526865,17,0.016523166
392194,51.6,3.7,23.26328986,113.5248223,-1.6754,-3.0523,3.48188174,3.5,1688526865,17,0.01811826
392194,51.6,3.7,23.26328974,113.524822,-1.6755,-3.0516,3.481316247,3.5,1688526865,17,0.018683753
392194,51.6,3.7,23.26328962,113.5248218,-1.6744,-3.0492,3.478683084,3.5,1688526865,17,0.021316916
392403,52,3.5,23.2632895,113.5248216,-1.6724,-3.0475,3.476230431,3.5,1688526865,22.5,0.023769569
392403,52,3.5,23.26328938,113.5248213,-1.6711,-3.047,3.475166789,3.5,1688526865,22.5,0.024833211
392403,52,3.5,23.26328926,113.5248211,-1.6697,-3.0448,3.472564633,3.5,1688526865,22.5,0.027435367
392403,52,3.5,23.26328914,113.5248209,-1.6692,-3.0446,3.472148874,3.5,1688526865,22.5,0.027851126
392403,52,3.5,23.26328902,113.5248206,-1.6686,-3.0434,3.470808194,3.5,1688526865,22.5,0.029191806
392403,52,3.5,23.2632889,113.5248204,-1.6667,-3.043,3.469544335,3.5,1688526865,22.5,0.030455665
392403,52,3.5,23.26328878,113.5248201,-1.666,-3.0417,3.46806789,3.5,1688526865,22.5,0.03193211
392403,52,3.5,23.26328866,113.5248199,-1.6657,-3.0401,3.466520518,3.5,1688526865,22.5,0.033479482
392403,52,3.5,23.26328854,113.5248197,-1.6635,-3.0413,3.466516687,3.5,1688526865,22.5,0.033483313
392598,53,3.7,23.26328842,113.5248194,-1.6634,-3.0388,3.464275538,3.5,1688526865,13,0.035724462
392598,53,3.7,23.2632883,113.5248192,-1.6629,-3.0364,3.461930295,3.5,1688526865,13,0.038069705
392598,53,3.7,23.26328818,113.524819,-1.6621,-3.0355,3.46075666,3.5,1688526865,13,0.03924334
392598,53,3.7,23.26328806,113.5248187,-1.6617,-3.0343,3.459512015,3.5,1688526865,13,0.040487985
392598,53,3.7,23.26328794,113.5248185,-1.659,-3.0332,3.457250821,3.5,1688526865,13,0.042749179
392598,53,3.7,23.26328782,113.5248182,-1.6573,-3.0313,3.454768151,3.5,1688526865,13,0.045231849
392598,53,3.7,23.2632877,113.524818,-1.6582,-3.03,3.45405953,3.5,1688526865,13,0.04594047
392598,53,3.7,23.26328758,113.5248178,-1.6571,-3.0261,3.450110378,3.5,1688526865,13,0.049889622
392598,53,3.7,23.26328746,113.5248175,-1.6559,-3.0262,3.4496219,3.5,1688526865,13,0.0503781
392598,53,3.7,23.26328734,113.5248173,-1.6559,-3.0262,3.4496219,3.5,1688526865,13,0.0503781
392811,52.4,3.3,23.26328722,113.5248171,-1.6551,-3.0236,3.446957059,3.5,1688526865,16,0.053042941
392811,52.4,3.3,23.2632871,113.5248168,-1.6533,-3.0221,3.444777105,3.5,1688526865,16,0.055222895
392811,52.4,3.3,23.26328698,113.5248166,-1.6516,-3.0201,3.442206643,3.5,1688526865,16,0.057793357
392811,52.4,3.3,23.26328686,113.5248163,-1.6518,-3.0199,3.44212714,3.5,1688526865,16,0.05787286
392811,52.4,3.3,23.26328674,113.5248161,-1.6507,-3.019,3.440809714,3.5,1688526865,16,0.059190286
392811,52.4,3.3,23.26328662,113.5248159,-1.6517,-3.0167,3.439271984,3.5,1688526865,16,0.060728016
392811,52.4,3.3,23.2632865,113.5248156,-1.6513,-3.0148,3.437413378,3.5,1688526865,16,0.062586622
392811,52.4,3.3,23.26328638,113.5248154,-1.6502,-3.0128,3.435130839,3.5,1688526865,16,0.064869161
392811,52.4,3.3,23.26328626,113.5248152,-1.6502,-3.0107,3.433289171,3.5,1688526865,16,0.066710829
392811,52.4,3.3,23.26328614,113.5248149,-1.6509,-3.0097,3.432748884,3.5,1688526865,16,0.067251116
392811,52.4,3.3,23.26328602,113.5248147,-1.6517,-3.0068,3.430591659,3.5,1688526865,16,0.069408341
393017,53,3.3,23.2632859,113.5248145,-1.6503,-3.0041,3.427551152,3.5,1688526865,21,0.072448848
393017,53,3.3,23.26328578,113.5248142,-1.6498,-3.0032,3.426521601,3.5,1688526865,21,0.073478399
393017,53,3.3,23.26328566,113.524814,-1.6511,-3.0017,3.425833344,3.5,1688526865,21,0.074166656
393017,53,3.3,23.26328554,113.5248138,-1.6499,-2.9982,3.422188371,3.5,1688526865,21,0.077811629
393017,53,3.3,23.26328542,113.5248135,-1.6498,-2.997,3.421088868,3.5,1688526865,21,0.078911132
393017,53,3.3,23.2632853,113.5248133,-1.6502,-2.9947,3.419267192,3.5,1688526865,21,0.080732808
393017,53,3.3,23.26328518,113.5248131,-1.6486,-2.9949,3.418670497,3.5,1688526865,21,0.081329503
393017,53,3.3,23.26328506,113.5248128,-1.6476,-2.9933,3.416786597,3.5,1688526865,21,0.083213403
393017,53,3.3,23.26328494,113.5248126,-1.6473,-2.9919,3.41541548,3.5,1688526865,21,0.08458452
393215,53.2,3.3,23.26328482,113.5248124,-1.6459,-2.991,3.413951934,3.5,1688526865,22.5,0.086048066
393215,53.2,3.3,23.2632847,113.5248121,-1.6443,-2.9883,3.410815061,3.5,1688526865,22.5,0.089184939
393215,53.2,3.3,23.26328458,113.5248119,-1.6438,-2.9883,3.410574047,3.5,1688526865,22.5,0.089425953
393215,53.2,3.3,23.26328446,113.5248117,-1.6416,-2.988,3.40925132,3.5,1688526865,22.5,0.09074868
393215,53.2,3.3,23.26328434,113.5248114,-1.6403,-2.9864,3.40722307,3.5,1688526865,22.5,0.09277693
393215,53.2,3.3,23.26328422,113.5248112,-1.639,-2.9856,3.405896117,3.5,1688526865,22.5,0.094103883
393215,53.2,3.3,23.2632841,113.5248109,-1.6369,-2.983,3.402606444,3.5,1688526865,22.5,0.097393556
393397,53.2,3.3,23.26328398,113.5248107,-1.6356,-2.9825,3.401542828,3.5,1688526866,18.5,0.098457172
393397,53.2,3.3,23.26328387,113.5248105,-1.6357,-2.9811,3.400363466,3.5,1688526866,18.5,0.099636534
393397,53.2,3.3,23.26328375,113.5248102,-1.6347,-2.9799,3.398830402,3.5,1688526866,18.5,0.101169598
393397,53.2,3.3,23.26328363,113.52481,-1.6339,-2.9802,3.398708762,3.5,1688526866,18.5,0.101291238
393397,53.2,3.3,23.26328351,113.5248098,-1.6337,-2.9781,3.396771305,3.5,1688526866,18.5,0.103228695
393397,53.2,3.3,23.26328339,113.5248096,-1.6334,-2.9763,3.395048932,3.5,1688526866,18.5,0.104951068
393397,53.2,3.3,23.26328327,113.5248093,-1.6332,-2.9756,3.394339052,3.5,1688526866,18.5,0.105660948
393397,53.2,3.3,23.26328315,113.5248091,-1.6336,-2.9741,3.393216729,3.5,1688526866,18.5,0.106783271
393397,53.2,3.3,23.26328303,113.5248089,-1.6329,-2.9738,3.392616814,3.5,1688526866,18.5,0.107383186
393397,53.2,3.3,23.26328292,113.5248086,-1.6318,-2.9737,3.391999842,3.5,1688526866,18.5,0.108000158
393583,53.6,3.3,23.2632828,113.5248084,-1.6315,-2.9726,3.390891182,3.5,1688526866,23.5,0.109108818
393583,53.6,3.3,23.26328268,113.5248082,-1.6312,-2.9689,3.387503601,3.5,1688526866,23.5,0.112496399
393583,53.6,3.3,23.26328256,113.5248079,-1.6295,-2.9689,3.38668532,3.5,1688526866,23.5,0.11331468
393583,53.6,3.3,23.26328244,113.5248077,-1.629,-2.9667,3.384516197,3.5,1688526866,23.5,0.115483803
393583,53.6,3.3,23.26328232,113.5248075,-1.6268,-2.9673,3.383983973,3.5,1688526866,23.5,0.116016027
393583,53.6,3.3,23.2632822,113.5248072,-1.6254,-2.9664,3.382521858,3.5,1688526866,23.5,0.117478142
393583,53.6,3.3,23.26328209,113.524807,-1.6266,-2.9657,3.382484893,3.5,1688526866,23.5,0.117515107
393583,53.6,3.3,23.26328197,113.5248068,-1.6239,-2.9643,3.379959423,3.5,1688526866,23.5,0.120040577
